box_id,monitor_x,boundary,target_coord,actual_coord,gp_id,x,y,z
sub_2608,2608.0,xmin,2558.0,2558.0,80099,2558.0,4798.0,211.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,83111,2558.0,4798.0,212.91666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,86123,2558.0,4798.0,214.5
sub_2608,2608.0,xmin,2558.0,2558.0,160168,2558.0,4798.0,215.0
sub_2608,2608.0,xmin,2558.0,2558.0,163180,2558.0,4798.0,215.5
sub_2608,2608.0,xmin,2558.0,2558.0,166192,2558.0,4798.0,216.0
sub_2608,2608.0,xmin,2558.0,2558.0,169204,2558.0,4798.0,216.5
sub_2608,2608.0,xmin,2558.0,2558.0,172216,2558.0,4798.0,217.0
sub_2608,2608.0,xmin,2558.0,2558.0,175228,2558.0,4798.0,217.5
sub_2608,2608.0,xmin,2558.0,2558.0,178240,2558.0,4798.0,218.0
sub_2608,2608.0,xmin,2558.0,2558.0,181252,2558.0,4798.0,218.5
sub_2608,2608.0,xmin,2558.0,2558.0,184264,2558.0,4798.0,219.0
sub_2608,2608.0,xmin,2558.0,2558.0,187276,2558.0,4798.0,219.5
sub_2608,2608.0,xmin,2558.0,2558.0,190288,2558.0,4798.0,220.0
sub_2608,2608.0,xmin,2558.0,2558.0,263078,2558.0,4798.0,222.16666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,266090,2558.0,4798.0,224.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,269102,2558.0,4798.0,226.5
sub_2608,2608.0,xmin,2558.0,2558.0,272114,2558.0,4798.0,228.66666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,275126,2558.0,4798.0,230.83333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,278138,2558.0,4798.0,233.0
sub_2608,2608.0,xmin,2558.0,2558.0,322314,2558.0,4798.0,238.9612518628912
sub_2608,2608.0,xmin,2558.0,2558.0,23624,2558.0,4798.5,196.48648648648648
sub_2608,2608.0,xmin,2558.0,2558.0,26636,2558.0,4798.5,205.0
sub_2608,2608.0,xmin,2558.0,2558.0,71314,2558.0,4798.5,206.58333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,74326,2558.0,4798.5,208.16666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,77338,2558.0,4798.5,209.75
sub_2608,2608.0,xmin,2558.0,2558.0,80350,2558.0,4798.5,211.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,83362,2558.0,4798.5,212.91666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,86374,2558.0,4798.5,214.5
sub_2608,2608.0,xmin,2558.0,2558.0,160419,2558.0,4798.5,215.0
sub_2608,2608.0,xmin,2558.0,2558.0,163431,2558.0,4798.5,215.5
sub_2608,2608.0,xmin,2558.0,2558.0,166443,2558.0,4798.5,216.0
sub_2608,2608.0,xmin,2558.0,2558.0,169455,2558.0,4798.5,216.5
sub_2608,2608.0,xmin,2558.0,2558.0,172467,2558.0,4798.5,217.0
sub_2608,2608.0,xmin,2558.0,2558.0,175479,2558.0,4798.5,217.5
sub_2608,2608.0,xmin,2558.0,2558.0,178491,2558.0,4798.5,218.0
sub_2608,2608.0,xmin,2558.0,2558.0,181503,2558.0,4798.5,218.5
sub_2608,2608.0,xmin,2558.0,2558.0,184515,2558.0,4798.5,219.0
sub_2608,2608.0,xmin,2558.0,2558.0,187527,2558.0,4798.5,219.5
sub_2608,2608.0,xmin,2558.0,2558.0,190539,2558.0,4798.5,220.0
sub_2608,2608.0,xmin,2558.0,2558.0,263329,2558.0,4798.5,222.16666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,266341,2558.0,4798.5,224.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,269353,2558.0,4798.5,226.5
sub_2608,2608.0,xmin,2558.0,2558.0,272365,2558.0,4798.5,228.66666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,275377,2558.0,4798.5,230.83333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,278389,2558.0,4798.5,233.0
sub_2608,2608.0,xmin,2558.0,2558.0,322565,2558.0,4798.5,238.9612518628912
sub_2608,2608.0,xmin,2558.0,2558.0,23875,2558.0,4799.0,196.48648648648648
sub_2608,2608.0,xmin,2558.0,2558.0,26887,2558.0,4799.0,205.0
sub_2608,2608.0,xmin,2558.0,2558.0,71565,2558.0,4799.0,206.58333333333334
